model,source_stem,case,feature,txt_path,java_path,output_valid,output_mode,output_warnings,spec_valid,spec_issue_count,syntax_valid,syntax_error_count,syntax_warning_count,compile_status,compile_error_count,score_validate_output,score_validate_spec,score_validate_syntax,score_compile,score_deepeval,score_final,judgement,deepeval_reason
gemma-3n-e4b-it,evaluation-results-gemma-transfer_6,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_6\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_6\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-transfer_7,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_7\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_7\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-transfer_8,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_8\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_8\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-transfer_9,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_9\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_9\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-login_1,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-login_1\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-login_10,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-login_10\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-login_2,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-login_2\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-login_3,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-login_3\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-login_4,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-login_4\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-login_5,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-login_5\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-login_6,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-login_6\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-login_7,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-login_7\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-login_8,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-login_8\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-login_9,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-login_9\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-rbac_1,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-rbac_1\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-rbac_10,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-rbac_10\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-rbac_2,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-rbac_2\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-rbac_3,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-rbac_3\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-rbac_4,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-rbac_4\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-rbac_5,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-rbac_5\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-rbac_6,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-rbac_6\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-rbac_7,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-rbac_7\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-rbac_8,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-rbac_8\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-rbac_9,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-rbac_9\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-transfer_1,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-transfer_1\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-transfer_10,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-transfer_10\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-transfer_2,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-transfer_2\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-transfer_3,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-transfer_3\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-transfer_4,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-transfer_4\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-transfer_5,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-transfer_5\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-transfer_6,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-transfer_6\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-transfer_7,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-transfer_7\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-transfer_8,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-transfer_8\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
glm-4.5-air,evaluation-results-glm-transfer_9,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\glm-4.5-air\evaluation-results-glm-transfer_9\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-login_1,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_1\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_1\case-001\LoginE2ETest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-login_10,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_10\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_10\case-001\LoginE2ETest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-login_2,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_2\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_2\case-001\LoginE2ETest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-login_3,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_3\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_3\case-001\LoginE2ETest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-login_4,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_4\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_4\case-001\LoginE2ETest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-login_5,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_5\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_5\case-001\LoginE2ETest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-login_6,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_6\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_6\case-001\LoginE2ETest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-login_7,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_7\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_7\case-001\LoginE2ETest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-login_8,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_8\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_8\case-001\LoginE2ETest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-login_9,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_9\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_9\case-001\LoginE2ETest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-rbac_1,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_1\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_1\case-001\AuditLogRBACTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-rbac_10,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_10\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_10\case-001\AuditLogRBACTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-rbac_2,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_2\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_2\case-001\AuditLogRBACTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-rbac_3,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_3\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_3\case-001\AuditLogRBACTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-rbac_4,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_4\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_4\case-001\AuditLogRBACTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-rbac_5,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_5\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_5\case-001\AuditLogRBACTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-rbac_6,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_6\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_6\case-001\AuditLogRBACTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-rbac_7,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_7\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_7\case-001\AuditLogRBACTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-rbac_8,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_8\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_8\case-001\AuditLogRBACTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-rbac_9,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_9\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_9\case-001\AuditLogRBACTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-transfer_1,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-transfer_1\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-transfer_10,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-transfer_10\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-transfer_2,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-transfer_2\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-transfer_3,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-transfer_3\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-transfer_4,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-transfer_4\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-transfer_5,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-transfer_5\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-transfer_6,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-transfer_6\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-transfer_7,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-transfer_7\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-transfer_8,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-transfer_8\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gpt-oss-20b,evaluation-results-groq-transfer_9,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-transfer_9\case-001\output.txt,,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
llama-3.3-70b-instruct,evaluation-results-llama-login_1,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_1\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_1\case-001\SecureBankLoginTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
llama-3.3-70b-instruct,evaluation-results-llama-login_10,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_10\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_10\case-001\SecureBankLoginTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
llama-3.3-70b-instruct,evaluation-results-llama-login_2,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_2\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_2\case-001\SecureBankLoginTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
llama-3.3-70b-instruct,evaluation-results-llama-login_3,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_3\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_3\case-001\SecureBankLoginTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
llama-3.3-70b-instruct,evaluation-results-llama-login_4,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_4\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_4\case-001\SecureBankLoginTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
llama-3.3-70b-instruct,evaluation-results-llama-login_5,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_5\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_5\case-001\SecureBankLoginTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
