"Path","Model","SourceStem","Case","FileName","TestMethodCount","ActionCount","MethodsWithNoActions","WarningCount","Actionable","Error"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-transfer_4\case-001\TransferTest.java","llama-3.3-70b-instruct","evaluation-results-llama-transfer_4","case-001","TransferTest.java","3","30","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-transfer_5\case-001\TransferTest.java","llama-3.3-70b-instruct","evaluation-results-llama-transfer_5","case-001","TransferTest.java","3","30","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-transfer_6\case-001\TransferTest.java","llama-3.3-70b-instruct","evaluation-results-llama-transfer_6","case-001","TransferTest.java","3","30","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-transfer_7\case-001\TransferTest.java","llama-3.3-70b-instruct","evaluation-results-llama-transfer_7","case-001","TransferTest.java","3","30","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-transfer_8\case-001\TransferTest.java","llama-3.3-70b-instruct","evaluation-results-llama-transfer_8","case-001","TransferTest.java","3","30","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-transfer_9\case-001\TransferTest.java","llama-3.3-70b-instruct","evaluation-results-llama-transfer_9","case-001","TransferTest.java","3","30","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_1\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_1","case-001","SecureBankLoginTest.java","3","23","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_10\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_10","case-001","SecureBankLoginTest.java","3","23","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_2\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_2","case-001","SecureBankLoginTest.java","3","23","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_3\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_3","case-001","SecureBankLoginTest.java","3","23","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_4\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_4","case-001","SecureBankLoginTest.java","3","23","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_5\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_5","case-001","SecureBankLoginTest.java","3","23","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_6\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_6","case-001","SecureBankLoginTest.java","3","23","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_7\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_7","case-001","SecureBankLoginTest.java","3","23","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_8\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_8","case-001","SecureBankLoginTest.java","3","23","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_9\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_9","case-001","SecureBankLoginTest.java","3","23","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_1\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_1","case-001","SecureBankLoginE2ETest.java","3","37","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_10\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_10","case-001","SecureBankLoginE2ETest.java","3","37","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_2\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_2","case-001","SecureBankLoginE2ETest.java","3","37","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_3\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_3","case-001","SecureBankLoginE2ETest.java","3","37","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_4\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_4","case-001","SecureBankLoginE2ETest.java","3","37","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_5\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_5","case-001","SecureBankLoginE2ETest.java","3","37","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_6\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_6","case-001","SecureBankLoginE2ETest.java","3","37","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_7\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_7","case-001","SecureBankLoginE2ETest.java","3","37","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_8\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_8","case-001","SecureBankLoginE2ETest.java","3","37","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_9\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_9","case-001","SecureBankLoginE2ETest.java","3","37","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_1\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_1","case-001","AuditLogRBACTest.java","3","24","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_10\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_10","case-001","AuditLogRBACTest.java","3","24","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_2\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_2","case-001","AuditLogRBACTest.java","3","24","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_3\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_3","case-001","AuditLogRBACTest.java","3","24","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_4\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_4","case-001","AuditLogRBACTest.java","3","24","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_5\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_5","case-001","AuditLogRBACTest.java","3","24","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_6\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_6","case-001","AuditLogRBACTest.java","3","24","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_7\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_7","case-001","AuditLogRBACTest.java","3","24","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_8\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_8","case-001","AuditLogRBACTest.java","3","24","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_9\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_9","case-001","AuditLogRBACTest.java","3","24","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_1\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_1","case-001","TransferE2ETest.java","3","48","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_10\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_10","case-001","TransferE2ETest.java","3","48","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_2\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_2","case-001","TransferE2ETest.java","3","48","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_3\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_3","case-001","TransferE2ETest.java","3","48","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_4\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_4","case-001","TransferE2ETest.java","3","48","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_5\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_5","case-001","TransferE2ETest.java","3","48","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_6\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_6","case-001","TransferE2ETest.java","3","48","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_7\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_7","case-001","TransferE2ETest.java","3","48","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_8\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_8","case-001","TransferE2ETest.java","3","48","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_9\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_9","case-001","TransferE2ETest.java","3","48","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_1\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_1","case-001","ExtractedTest01.java","3","44","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_10\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_10","case-001","ExtractedTest01.java","3","44","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_2\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_2","case-001","ExtractedTest01.java","3","44","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_3\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_3","case-001","ExtractedTest01.java","3","44","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_4\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_4","case-001","ExtractedTest01.java","3","44","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_5\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_5","case-001","ExtractedTest01.java","3","44","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_6\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_6","case-001","ExtractedTest01.java","3","44","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_7\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_7","case-001","ExtractedTest01.java","3","44","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_8\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_8","case-001","ExtractedTest01.java","3","44","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_9\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_9","case-001","ExtractedTest01.java","3","44","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_1\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_1","case-001","ExtractedTest01.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_10\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_10","case-001","ExtractedTest01.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_2\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_2","case-001","ExtractedTest01.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_3\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_3","case-001","ExtractedTest01.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_4\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_4","case-001","ExtractedTest01.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_5\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_5","case-001","ExtractedTest01.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_6\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_6","case-001","ExtractedTest01.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_7\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_7","case-001","ExtractedTest01.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_8\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_8","case-001","ExtractedTest01.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_9\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_9","case-001","ExtractedTest01.java","3","27","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_1\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_1","case-001","ExtractedTest01.java","3","20","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_10\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_10","case-001","ExtractedTest01.java","3","20","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_2\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_2","case-001","ExtractedTest01.java","3","20","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_3\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_3","case-001","ExtractedTest01.java","3","20","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_4\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_4","case-001","ExtractedTest01.java","3","20","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_5\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_5","case-001","ExtractedTest01.java","3","20","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_6\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_6","case-001","ExtractedTest01.java","3","20","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_7\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_7","case-001","ExtractedTest01.java","3","20","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_8\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_8","case-001","ExtractedTest01.java","3","20","0","0","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_9\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_9","case-001","ExtractedTest01.java","3","20","0","0","True",""
