"Path","Model","SourceStem","Case","FileName","TestMethod","ActionCount","WarningCount","ActionTypes","Warnings"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_9\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_9","case-001","TransferTest.java","testNormalTransfer","6","0","fill, fill, fill, click, assert_text, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_9\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_9","case-001","TransferTest.java","testInvalidAccountNumber","3","0","fill, click, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_1\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_1","case-001","SecureBankLoginTest.java","testSuccessfulLogin","10","0","navigate, fill, fill, click, click, fill, click, fill, fill, fill",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_1\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_1","case-001","SecureBankLoginTest.java","testLoginAttemptLimit","7","0","navigate, fill, fill, click, get_text, clear, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_1\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_1","case-001","SecureBankLoginTest.java","testInvalidCredentials","5","0","navigate, fill, fill, click, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_10\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_10","case-001","SecureBankLoginTest.java","testSuccessfulLogin","10","0","navigate, fill, fill, click, click, fill, click, fill, fill, fill",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_10\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_10","case-001","SecureBankLoginTest.java","testLoginAttemptLimit","7","0","navigate, fill, fill, click, get_text, clear, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_10\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_10","case-001","SecureBankLoginTest.java","testInvalidCredentials","5","0","navigate, fill, fill, click, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_2\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_2","case-001","SecureBankLoginTest.java","testSuccessfulLogin","10","0","navigate, fill, fill, click, click, fill, click, fill, fill, fill",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_2\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_2","case-001","SecureBankLoginTest.java","testLoginAttemptLimit","7","0","navigate, fill, fill, click, get_text, clear, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_2\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_2","case-001","SecureBankLoginTest.java","testInvalidCredentials","5","0","navigate, fill, fill, click, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_3\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_3","case-001","SecureBankLoginTest.java","testSuccessfulLogin","10","0","navigate, fill, fill, click, click, fill, click, fill, fill, fill",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_3\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_3","case-001","SecureBankLoginTest.java","testLoginAttemptLimit","7","0","navigate, fill, fill, click, get_text, clear, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_3\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_3","case-001","SecureBankLoginTest.java","testInvalidCredentials","5","0","navigate, fill, fill, click, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_4\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_4","case-001","SecureBankLoginTest.java","testSuccessfulLogin","10","0","navigate, fill, fill, click, click, fill, click, fill, fill, fill",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_4\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_4","case-001","SecureBankLoginTest.java","testLoginAttemptLimit","7","0","navigate, fill, fill, click, get_text, clear, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_4\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_4","case-001","SecureBankLoginTest.java","testInvalidCredentials","5","0","navigate, fill, fill, click, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_5\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_5","case-001","SecureBankLoginTest.java","testSuccessfulLogin","10","0","navigate, fill, fill, click, click, fill, click, fill, fill, fill",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_5\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_5","case-001","SecureBankLoginTest.java","testLoginAttemptLimit","7","0","navigate, fill, fill, click, get_text, clear, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_5\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_5","case-001","SecureBankLoginTest.java","testInvalidCredentials","5","0","navigate, fill, fill, click, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_6\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_6","case-001","SecureBankLoginTest.java","testSuccessfulLogin","10","0","navigate, fill, fill, click, click, fill, click, fill, fill, fill",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_6\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_6","case-001","SecureBankLoginTest.java","testLoginAttemptLimit","7","0","navigate, fill, fill, click, get_text, clear, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_6\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_6","case-001","SecureBankLoginTest.java","testInvalidCredentials","5","0","navigate, fill, fill, click, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_7\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_7","case-001","SecureBankLoginTest.java","testSuccessfulLogin","10","0","navigate, fill, fill, click, click, fill, click, fill, fill, fill",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_7\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_7","case-001","SecureBankLoginTest.java","testLoginAttemptLimit","7","0","navigate, fill, fill, click, get_text, clear, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_7\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_7","case-001","SecureBankLoginTest.java","testInvalidCredentials","5","0","navigate, fill, fill, click, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_8\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_8","case-001","SecureBankLoginTest.java","testSuccessfulLogin","10","0","navigate, fill, fill, click, click, fill, click, fill, fill, fill",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_8\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_8","case-001","SecureBankLoginTest.java","testLoginAttemptLimit","7","0","navigate, fill, fill, click, get_text, clear, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_8\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_8","case-001","SecureBankLoginTest.java","testInvalidCredentials","5","0","navigate, fill, fill, click, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_9\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_9","case-001","SecureBankLoginTest.java","testSuccessfulLogin","10","0","navigate, fill, fill, click, click, fill, click, fill, fill, fill",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_9\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_9","case-001","SecureBankLoginTest.java","testLoginAttemptLimit","7","0","navigate, fill, fill, click, get_text, clear, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_9\case-001\SecureBankLoginTest.java","gemma-3n-e4b-it","evaluation-results-gemma-login_9","case-001","SecureBankLoginTest.java","testInvalidCredentials","5","0","navigate, fill, fill, click, get_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_1\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_1","case-001","AuditLogTest.java","testAdminCanViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_1\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_1","case-001","AuditLogTest.java","testCustomerCannotViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_1\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_1","case-001","AuditLogTest.java","testAuditLogDisplayFormat","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_10\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_10","case-001","AuditLogTest.java","testAdminCanViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_10\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_10","case-001","AuditLogTest.java","testCustomerCannotViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_10\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_10","case-001","AuditLogTest.java","testAuditLogDisplayFormat","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_2\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_2","case-001","AuditLogTest.java","testAdminCanViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_2\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_2","case-001","AuditLogTest.java","testCustomerCannotViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_2\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_2","case-001","AuditLogTest.java","testAuditLogDisplayFormat","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_3\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_3","case-001","AuditLogTest.java","testAdminCanViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_3\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_3","case-001","AuditLogTest.java","testCustomerCannotViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_3\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_3","case-001","AuditLogTest.java","testAuditLogDisplayFormat","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_4\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_4","case-001","AuditLogTest.java","testAdminCanViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_4\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_4","case-001","AuditLogTest.java","testCustomerCannotViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_4\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_4","case-001","AuditLogTest.java","testAuditLogDisplayFormat","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_5\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_5","case-001","AuditLogTest.java","testAdminCanViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_5\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_5","case-001","AuditLogTest.java","testCustomerCannotViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_5\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_5","case-001","AuditLogTest.java","testAuditLogDisplayFormat","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_6\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_6","case-001","AuditLogTest.java","testAdminCanViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_6\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_6","case-001","AuditLogTest.java","testCustomerCannotViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_6\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_6","case-001","AuditLogTest.java","testAuditLogDisplayFormat","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_7\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_7","case-001","AuditLogTest.java","testAdminCanViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_7\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_7","case-001","AuditLogTest.java","testCustomerCannotViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_7\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_7","case-001","AuditLogTest.java","testAuditLogDisplayFormat","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_8\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_8","case-001","AuditLogTest.java","testAdminCanViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_8\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_8","case-001","AuditLogTest.java","testCustomerCannotViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_8\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_8","case-001","AuditLogTest.java","testAuditLogDisplayFormat","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_9\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_9","case-001","AuditLogTest.java","testAdminCanViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_9\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_9","case-001","AuditLogTest.java","testCustomerCannotViewAuditLog","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_9\case-001\AuditLogTest.java","gemma-3n-e4b-it","evaluation-results-gemma-rbac_9","case-001","AuditLogTest.java","testAuditLogDisplayFormat","4","0","navigate, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_1\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_1","case-001","TransferTest.java","testSuccessfulTransfer","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_1\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_1","case-001","TransferTest.java","testInsufficientFunds","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_1\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_1","case-001","TransferTest.java","testInvalidAccountNumber","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_10\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_10","case-001","TransferTest.java","testSuccessfulTransfer","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_10\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_10","case-001","TransferTest.java","testInsufficientFunds","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_10\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_10","case-001","TransferTest.java","testInvalidAccountNumber","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_2\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_2","case-001","TransferTest.java","testSuccessfulTransfer","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_2\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_2","case-001","TransferTest.java","testInsufficientFunds","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_2\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_2","case-001","TransferTest.java","testInvalidAccountNumber","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_3\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_3","case-001","TransferTest.java","testSuccessfulTransfer","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_3\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_3","case-001","TransferTest.java","testInsufficientFunds","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_3\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_3","case-001","TransferTest.java","testInvalidAccountNumber","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_4\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_4","case-001","TransferTest.java","testSuccessfulTransfer","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_4\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_4","case-001","TransferTest.java","testInsufficientFunds","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_4\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_4","case-001","TransferTest.java","testInvalidAccountNumber","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_5\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_5","case-001","TransferTest.java","testSuccessfulTransfer","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_5\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_5","case-001","TransferTest.java","testInsufficientFunds","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_5\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_5","case-001","TransferTest.java","testInvalidAccountNumber","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_6\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_6","case-001","TransferTest.java","testSuccessfulTransfer","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_6\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_6","case-001","TransferTest.java","testInsufficientFunds","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_6\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_6","case-001","TransferTest.java","testInvalidAccountNumber","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_7\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_7","case-001","TransferTest.java","testSuccessfulTransfer","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_7\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_7","case-001","TransferTest.java","testInsufficientFunds","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_7\case-001\TransferTest.java","gemma-3n-e4b-it","evaluation-results-gemma-transfer_7","case-001","TransferTest.java","testInvalidAccountNumber","9","0","navigate, fill, fill, click, click, fill, fill, fill, click",""
