"Path","Model","SourceStem","Case","FileName","PlanPath","TestMethodCount","TotalStepCount","Generated","Error"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_4\case-001\LoginE2ETest.java","gpt-oss-20b","evaluation-results-groq-login_4","case-001","LoginE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\gpt-oss-20b\evaluation-results-groq-login_4\case-001\LoginE2ETest.playwright-plan.json","4","23","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_5\case-001\LoginE2ETest.java","gpt-oss-20b","evaluation-results-groq-login_5","case-001","LoginE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\gpt-oss-20b\evaluation-results-groq-login_5\case-001\LoginE2ETest.playwright-plan.json","4","23","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_6\case-001\LoginE2ETest.java","gpt-oss-20b","evaluation-results-groq-login_6","case-001","LoginE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\gpt-oss-20b\evaluation-results-groq-login_6\case-001\LoginE2ETest.playwright-plan.json","4","23","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_7\case-001\LoginE2ETest.java","gpt-oss-20b","evaluation-results-groq-login_7","case-001","LoginE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\gpt-oss-20b\evaluation-results-groq-login_7\case-001\LoginE2ETest.playwright-plan.json","4","23","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_8\case-001\LoginE2ETest.java","gpt-oss-20b","evaluation-results-groq-login_8","case-001","LoginE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\gpt-oss-20b\evaluation-results-groq-login_8\case-001\LoginE2ETest.playwright-plan.json","4","23","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-login_9\case-001\LoginE2ETest.java","gpt-oss-20b","evaluation-results-groq-login_9","case-001","LoginE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\gpt-oss-20b\evaluation-results-groq-login_9\case-001\LoginE2ETest.playwright-plan.json","4","23","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_1\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_1","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\gpt-oss-20b\evaluation-results-groq-rbac_1\case-001\AuditLogRBACTest.playwright-plan.json","4","21","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_10\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_10","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\gpt-oss-20b\evaluation-results-groq-rbac_10\case-001\AuditLogRBACTest.playwright-plan.json","4","21","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_2\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_2","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\gpt-oss-20b\evaluation-results-groq-rbac_2\case-001\AuditLogRBACTest.playwright-plan.json","4","21","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_3\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_3","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\gpt-oss-20b\evaluation-results-groq-rbac_3\case-001\AuditLogRBACTest.playwright-plan.json","4","21","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_4\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_4","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\gpt-oss-20b\evaluation-results-groq-rbac_4\case-001\AuditLogRBACTest.playwright-plan.json","4","21","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_5\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_5","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\gpt-oss-20b\evaluation-results-groq-rbac_5\case-001\AuditLogRBACTest.playwright-plan.json","4","21","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_6\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_6","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\gpt-oss-20b\evaluation-results-groq-rbac_6\case-001\AuditLogRBACTest.playwright-plan.json","4","21","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_7\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_7","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\gpt-oss-20b\evaluation-results-groq-rbac_7\case-001\AuditLogRBACTest.playwright-plan.json","4","21","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_8\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_8","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\gpt-oss-20b\evaluation-results-groq-rbac_8\case-001\AuditLogRBACTest.playwright-plan.json","4","21","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gpt-oss-20b\evaluation-results-groq-rbac_9\case-001\AuditLogRBACTest.java","gpt-oss-20b","evaluation-results-groq-rbac_9","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\gpt-oss-20b\evaluation-results-groq-rbac_9\case-001\AuditLogRBACTest.playwright-plan.json","4","21","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_1\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_1","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-login_1\case-001\SecureBankLoginTest.playwright-plan.json","3","32","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_10\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_10","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-login_10\case-001\SecureBankLoginTest.playwright-plan.json","3","32","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_2\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_2","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-login_2\case-001\SecureBankLoginTest.playwright-plan.json","3","32","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_3\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_3","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-login_3\case-001\SecureBankLoginTest.playwright-plan.json","3","32","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_4\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_4","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-login_4\case-001\SecureBankLoginTest.playwright-plan.json","3","32","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_5\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_5","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-login_5\case-001\SecureBankLoginTest.playwright-plan.json","3","32","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_6\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_6","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-login_6\case-001\SecureBankLoginTest.playwright-plan.json","3","32","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_7\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_7","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-login_7\case-001\SecureBankLoginTest.playwright-plan.json","3","32","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_8\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_8","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-login_8\case-001\SecureBankLoginTest.playwright-plan.json","3","32","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-login_9\case-001\SecureBankLoginTest.java","llama-3.3-70b-instruct","evaluation-results-llama-login_9","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-login_9\case-001\SecureBankLoginTest.playwright-plan.json","3","32","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-rbac_1\case-001\AuditLogTest.java","llama-3.3-70b-instruct","evaluation-results-llama-rbac_1","case-001","AuditLogTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-rbac_1\case-001\AuditLogTest.playwright-plan.json","3","24","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-rbac_10\case-001\AuditLogTest.java","llama-3.3-70b-instruct","evaluation-results-llama-rbac_10","case-001","AuditLogTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-rbac_10\case-001\AuditLogTest.playwright-plan.json","3","24","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-rbac_2\case-001\AuditLogTest.java","llama-3.3-70b-instruct","evaluation-results-llama-rbac_2","case-001","AuditLogTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-rbac_2\case-001\AuditLogTest.playwright-plan.json","3","24","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-rbac_3\case-001\AuditLogTest.java","llama-3.3-70b-instruct","evaluation-results-llama-rbac_3","case-001","AuditLogTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-rbac_3\case-001\AuditLogTest.playwright-plan.json","3","24","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-rbac_4\case-001\AuditLogTest.java","llama-3.3-70b-instruct","evaluation-results-llama-rbac_4","case-001","AuditLogTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-rbac_4\case-001\AuditLogTest.playwright-plan.json","3","24","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-rbac_5\case-001\AuditLogTest.java","llama-3.3-70b-instruct","evaluation-results-llama-rbac_5","case-001","AuditLogTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-rbac_5\case-001\AuditLogTest.playwright-plan.json","3","24","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-rbac_6\case-001\AuditLogTest.java","llama-3.3-70b-instruct","evaluation-results-llama-rbac_6","case-001","AuditLogTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-rbac_6\case-001\AuditLogTest.playwright-plan.json","3","24","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-rbac_7\case-001\AuditLogTest.java","llama-3.3-70b-instruct","evaluation-results-llama-rbac_7","case-001","AuditLogTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-rbac_7\case-001\AuditLogTest.playwright-plan.json","3","24","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-rbac_8\case-001\AuditLogTest.java","llama-3.3-70b-instruct","evaluation-results-llama-rbac_8","case-001","AuditLogTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-rbac_8\case-001\AuditLogTest.playwright-plan.json","3","24","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-rbac_9\case-001\AuditLogTest.java","llama-3.3-70b-instruct","evaluation-results-llama-rbac_9","case-001","AuditLogTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-rbac_9\case-001\AuditLogTest.playwright-plan.json","3","24","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-transfer_1\case-001\TransferTest.java","llama-3.3-70b-instruct","evaluation-results-llama-transfer_1","case-001","TransferTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-transfer_1\case-001\TransferTest.playwright-plan.json","3","45","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-transfer_10\case-001\TransferTest.java","llama-3.3-70b-instruct","evaluation-results-llama-transfer_10","case-001","TransferTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-transfer_10\case-001\TransferTest.playwright-plan.json","3","45","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-transfer_2\case-001\TransferTest.java","llama-3.3-70b-instruct","evaluation-results-llama-transfer_2","case-001","TransferTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-transfer_2\case-001\TransferTest.playwright-plan.json","3","45","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-transfer_3\case-001\TransferTest.java","llama-3.3-70b-instruct","evaluation-results-llama-transfer_3","case-001","TransferTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-transfer_3\case-001\TransferTest.playwright-plan.json","3","45","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-transfer_4\case-001\TransferTest.java","llama-3.3-70b-instruct","evaluation-results-llama-transfer_4","case-001","TransferTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-transfer_4\case-001\TransferTest.playwright-plan.json","3","45","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-transfer_5\case-001\TransferTest.java","llama-3.3-70b-instruct","evaluation-results-llama-transfer_5","case-001","TransferTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-transfer_5\case-001\TransferTest.playwright-plan.json","3","45","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-transfer_6\case-001\TransferTest.java","llama-3.3-70b-instruct","evaluation-results-llama-transfer_6","case-001","TransferTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-transfer_6\case-001\TransferTest.playwright-plan.json","3","45","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-transfer_7\case-001\TransferTest.java","llama-3.3-70b-instruct","evaluation-results-llama-transfer_7","case-001","TransferTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-transfer_7\case-001\TransferTest.playwright-plan.json","3","45","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-transfer_8\case-001\TransferTest.java","llama-3.3-70b-instruct","evaluation-results-llama-transfer_8","case-001","TransferTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-transfer_8\case-001\TransferTest.playwright-plan.json","3","45","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\llama-3.3-70b-instruct\evaluation-results-llama-transfer_9\case-001\TransferTest.java","llama-3.3-70b-instruct","evaluation-results-llama-transfer_9","case-001","TransferTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\llama-3.3-70b-instruct\evaluation-results-llama-transfer_9\case-001\TransferTest.playwright-plan.json","3","45","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_1\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_1","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_1\case-001\SecureBankLoginTest.playwright-plan.json","3","34","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_10\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_10","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_10\case-001\SecureBankLoginTest.playwright-plan.json","3","34","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_2\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_2","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_2\case-001\SecureBankLoginTest.playwright-plan.json","3","34","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_3\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_3","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_3\case-001\SecureBankLoginTest.playwright-plan.json","3","34","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_4\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_4","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_4\case-001\SecureBankLoginTest.playwright-plan.json","3","34","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_5\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_5","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_5\case-001\SecureBankLoginTest.playwright-plan.json","3","34","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_6\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_6","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_6\case-001\SecureBankLoginTest.playwright-plan.json","3","34","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_7\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_7","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_7\case-001\SecureBankLoginTest.playwright-plan.json","3","34","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_8\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_8","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_8\case-001\SecureBankLoginTest.playwright-plan.json","3","34","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_9\case-001\SecureBankLoginTest.java","mistral-small-3.1-24b-instruct","evaluation-results-mistral-login_9","case-001","SecureBankLoginTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\mistral-small-3.1-24b-instruct\evaluation-results-mistral-login_9\case-001\SecureBankLoginTest.playwright-plan.json","3","34","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_1\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_1","case-001","SecureBankLoginE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_1\case-001\SecureBankLoginE2ETest.playwright-plan.json","3","43","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_10\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_10","case-001","SecureBankLoginE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_10\case-001\SecureBankLoginE2ETest.playwright-plan.json","3","43","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_2\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_2","case-001","SecureBankLoginE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_2\case-001\SecureBankLoginE2ETest.playwright-plan.json","3","43","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_3\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_3","case-001","SecureBankLoginE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_3\case-001\SecureBankLoginE2ETest.playwright-plan.json","3","43","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_4\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_4","case-001","SecureBankLoginE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_4\case-001\SecureBankLoginE2ETest.playwright-plan.json","3","43","True",""
